time,AdrActCnt,AssetEODCompletionTime,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
2019-04-30,472,1614335585,215271,4106539487.3865703377852,1.08392506109796,23.633050188061591117742170296,0.0001,0.00218032141116126,3011.14381973,65652.613422432202913996598,0,0,0,0,0,0,416.27593963,,0.004139888876168855,21.8032141116126,,,188345602,4382,0.0507175925925926,1193,452453.73097828,9864945.572117405486106374328,391.340700254417,8532.4850782354613374541428542,10.84721905,236.50423946271302094003,0.0460293575095665,,
2019-05-01,467,1614335585,219291,4070088523.9260017249416,0.000633563093922663,0.0136910968473672257222574906204,0.0001,0.00216096817802308,1.60544888,34.693239411227944001504,0,0,0,0,0,0,1983.87239732,,0.00406565737580363,21.6096817802308,,,188345602,3912,0.0452777777777778,1158,94938.36511583,2051587.858888450915246133564,91.3547602970207,1974.14729912788028774939837756,9.165,198.052733515815282,0.0465910314286844,,
2019-05-02,544,1614335585,219969,4355303634.2015362358598,0.278084148197212,6.4304177448069958370907587988,0.0001,0.00231239996472099,1001.10293351,23149.503881306035976713749,0,0,0,0,0,0,292.26196084,,0.004287677530683798,23.1239996472099,,,188345602,6023,0.0697106481481481,1239,644441.04001529,14902054.381961147008901839371,529.763343216094,12250.2473616336948264598761306,6.75226859,156.139456493026488907041,0.0500759908611045,,
2019-05-03,621,1614335585,219872,4392674265.9277536930312,0.853973323508221,19.9167201258214609506382034676,0.0001,0.00233224148548356,3011.10993869,70226.355163646768766029364,0,0,0,0,0,0,974.68870614,,0.004121711014201686,23.3224148548356,,,188345602,5758,0.0666435185185185,1304,193236.67219393,4506745.834074710363921467908,160.167789390345,3735.499630543562036999202282,6.60037574,153.936701206072515928344,0.0511849033875834,,
2019-05-04,506,1614335585,219736,4264730098.389150059432,0.000318636507503401,0.007214921344408957836432259316,0.0001,0.0022643109544916,0.93424224,21.15414938180770445184,0,0,0,0,0,0,1245.51710506,,0.0039210800233781444,22.643109544916,,,188345602,4890,0.0565972222222222,1058,151218.79999525,3424063.853543188850461649,157.318931373686,3562.189796583494638197480376,5.522917395,125.05602358250711021382,0.052068616241114,,
2019-05-05,418,1614335585,219256,4283716364.3161997017202,0.0047923089546598,0.10899586756443214413353634998,0.0001,0.00227439150095801,11.41527993,259.628156538485473257393,0,0,0,0,0,0,1726.00692573,,0.003970411767971952,22.7439150095801,,,188345602,3901,0.045150462962963,930,109122.15889284,2481865.107520648263009296484,154.091370059591,3504.6410243450933730728877391,5.2551889,119.52356970088873518089,0.0528294780432145,,
2019-05-06,415,1614335585,222110,4139282216.8836965219752,0.31794755863809,6.987551933239366369417142484,0.0001,0.00219770579877076,1001.53480971,22010.788589704366685120796,0,0,0,0,0,0,537.52050504,,0.0038612546125866894,21.9770579877076,,,188345602,5146,0.0595601851851852,1157,350397.05506068,7700696.397790537119812097168,310.895191819533,6832.5616587173542179915725508,6.18976,136.032714449992994176,0.0547392955973042,,
2019-05-07,415,1614335585,222460,3944465324.6770392512526,0.0069371804407893,0.14528328460635450617885608659,0.0001,0.00209426993929863,21.08902854,441.661185203328756529002,0,0,0,0,0,0,237.74196348,,0.003594853495557024,20.9426993929863,,,188345602,5023,0.0581365740740741,1153,792226.99787669,16591371.867539514441978259347,708.113813885958,14829.8147402346664185732563754,15.07111975,315.629930439948837409425,0.0590741737082914,,
2019-05-08,197,1614335585,222574,3860150922.5296470359222,0.000205285990795185,0.0042073448933012304022452925035,0.0001,0.00204950414638811,0.80287351,16.454925877701756979661,0,0,0,0,0,0,1866.91698426,,0.003455113019349898,20.4950414638811,,,188345602,7615,0.0881365740740741,421,100885.9009738,2067660.72357903364401741518,246.078650530333,5043.3921459950816731794554063,40.393,827.8562098505492723,0.0596242216561764,,
2019-05-09,137,1614335585,223652,3513281741.0966971217908,0.000184041309045218,0.0034329921368490399241699400372,0.0001,0.00186533781717754,0.73248441,13.663308704659782521514,0,0,0,0,0,0,5734.66850385,,0.0030330003581691537,18.6533781717754,,,188345602,7841,0.0907523148148148,248,32843.32858536,612639.028522601251161648144,132.240005649032,2466.7228348091090964607314128,5.13737707,95.829437297717461150078,0.059798345825006,,
2019-05-10,113,1614335585,224047,3669694979.2749127956656,0.000172894288554379,0.0033686441091059436417535264712,0.0001,0.00194838368419928,0.60876079,11.860995908162642102312,0,0,0,0,0,0,2820.40277507,,0.0030647186353009886,19.4838368419928,,,188345602,6869,0.0795023148148148,192,66779.68255624,1301124.439285852835279675072,347.728912385781,6775.0933941681663165744243768,4.129766065,80.463688206058632414332,0.0601528215890755,,
2019-05-11,121,1614335585,230352,4060420984.0822285482994,0.000238318749670265,0.0051377597447769642726177062705,0.0001,0.00215583530539897,0.90346638,19.477247192450018816286,0,0,0,0,0,0,11828.54086454,,0.002943086578690365,21.5583530539897,,,188345602,7391,0.0855439814814815,224,15922.97851079,343273.192406701961773998863,84.0540187964732,1812.06621282105565925554912604,0.8118666,17.50250679554223417402,0.0602527872904801,,
2019-05-12,92,1614335585,230321,3917087197.0282550042658,0.000209987984886643,0.0043671911549558348753925766947,0.0001,0.00207973382730129,0.58355661,12.136424219622662410269,0,0,0,0,0,0,64873.82263817,,0.0029956023465809506,20.7973382730129,,,188345602,5511,0.0637847222222222,119,2903.26042679,60380.089190603433593175591,23.3581181779832,485.78668516852835103550958328,0.513,10.6690345340556177,0.0602675453524347,,
2019-05-13,119,1614335585,230376,4414619589.4617154197368,0.000178850579826847,0.0041920664188919317842144554948,0.0001,0.00234389311063484,0.88835083,20.821993902637419409172,0,0,0,0,0,0,6592.8533617,,0.003005412797611658,23.4389311063484,,,188345602,9996,0.115694444444444,157,28568.14669868,669606.822306415003449900112,187.807983938662,4402.0183967604854494244018408,0.5875,13.770372024979685,0.0604240972079878,,
2019-05-14,145,1614335585,230519,4441394742.1836560480278,0.0002937382411931,0.00692666813644689697194183209,0.0001,0.00235810907980939,1.14234802,26.937812382642786439078,0,0,0,0,0,0,17144.62474943,,0.002964102799532432,23.5810907980939,,,188345602,7609,0.0880671296296296,211,10985.69404421,259054.648736595392850331319,50.82826574109,1198.585949550288823642908351,0.1475,3.47821089271885025,0.0604810391485348,,
2019-05-15,529,1614335585,226602,5083532808.4194021667628,0.00522574736578679,0.141045280061747411899600894906,0.000625,0.016869032095913375,11.48619271,310.017525575737965946394,0,0,0,0,0,0,1963.50795605,,0.0032854256605330556,26.9904513534614,,,188345602,3147,0.0364236111111111,1190,95923.01442924,2589005.454629778159619371336,102.736675248445,2772.909235509516663355717523,7.0065,189.1085974080272991,0.061130147183166,,
2019-05-16,990,1614335585,227410,4954990185.0576443495034,1.57862610328346,41.530445970516154912249887282,0.000625,0.0164424803806198125,6014.56545351,158230.999147667007974325867,0,0,0,0,0,0,1.5758177,,0.0033461878674787083,26.3079686089917,,,188345602,4159,0.0481365740740741,3278,119522456.44390356,3144393032.195792589514863640452,36486.7453848972,959892.15223014832030530015324,17.815473425,468.6889156192258473955725,0.696151884360193,,
2019-05-17,629,1614335585,232314,4813021644.3843695439238,0.374766061060612,9.5768477963472691645548188428,0.000625,0.0159713765322761875,1014.11696123,25914.950136915299652143537,0,0,0,0,0,0,184.0238596,,0.0034877138106370535,25.5542024516419,,,188345602,3030,0.0350694444444444,2332,1023484.68512442,26154334.849824391623334785198,456.671486998623,11669.8756326551639277293891037,21.309680905,544.5519000262575823279195,0.701806159779275,,
2019-05-18,673,1614335585,232526,5434353095.0521996555158,0.0037935229971456,0.10945487031170437480814797824,0.000625,0.0180331828741486875,11.96097801,345.111206092801677852579,0,0,0,0,0,0,270.34674109,,0.003964432797836008,28.8530925986379,,31.343419959922546,188345602,3404,0.0393981481481481,2925,696681.60687901,20101418.915047922509596100479,268.083624974222,7735.0416555597432733798122138,45.54599788,1314.142894329005484287652,0.705969488228269,,0.05840702743131525
2019-05-19,827,1614335585,232589,5534522454.2339425149964,0.000661371319570561,0.0194343503638041007282108919302,0.000625,0.018365581660336375,4.00460334,117.674991452841268557588,0,0,0,0,0,0,83.63410215,,0.00357492094559592,29.3849306565382,,20.79717647410382,188345602,6146,0.0711342592592593,5859,2252019.17823228,66175427.389549689182500293096,413.790699132495,12159.211000328827085539828809,50.001,1469.2759177575665382,0.718841568491749,,0.05575630017686326
2019-05-20,4567,1614335585,232250,5529573083.2707208032036,0.19628282961106,5.762599390696314641768813508,0.0001,0.00293586525225618,1014.38966343,29781.113651119784783374974,0,0,0,0,0,0,201.27899066,,0.0036785039238831914,29.3586525225618,,17.74417964268903,188345602,7999,0.0925810185185185,6280,935743.97099274,27472182.094458002007594001332,170.469898724599,5004.7665222118030038921577182,0.68158,20.010270386327671644,0.724525539620474,,0.05566070333509423
2019-05-21,801,1614335585,231989,6124298038.0938527593614,0.000339786862842915,0.0110486042433787722389893188405,0.0001,0.00325162784427207,2.72509064,88.609806031891955704248,0,0,0,0,0,0,263.53830454,,0.004072777864704572,32.5162784427207,,34.37713779699614,188345602,13383,0.154895833333333,2619,714680.17648646,23238739.616126504606089111722,299.901844383013,9751.6918774435436621525834691,13.60060653,442.241108919365383386171,0.728695761394164,,0.057941942235242495
2019-05-22,761,1614335585,231715,5903605620.0488580589832,0.373847199811402,11.7180672466465197091160622632,0.0001,0.00313445366250116,2002.32560219,62761.968173042862185735404,0,0,0,0,0,0,310.63654504,,0.004087759097019291,31.3445366250116,,31.246368870135477,188345602,8353,0.0966782407407407,2323,606321.45511072,19004865.056248289798999284352,281.419151661425,8820.95290623122997434989753,9.9843,312.95325702510331788,0.73216670354714,,0.05842215136044685
2019-05-23,641,1614335586,231736,5967934318.9897029661454,0.255635971141053,8.1001025197336516317944818731,0.0001,0.00316860826885127,1032.76932341,32724.414179728574958192307,0,0,0,0,0,0,343.00394858,,0.004012180799420947,31.6860826885127,,38.98989269205689,188345602,6216,0.0719444444444444,1803,549106.22102481,17399025.124168860519008700087,351.113457113217,11125.4100351389515091492423559,10.70622536,339.238342038811649422072,0.735527852182696,,0.0574723281604462
2019-05-24,796,1614335586,233765,6420676235.4558921018496,0.293055500633641,9.9902225940377832574189461568,0.0001,0.00340898654774848,5204.37263575,177416.3630474205008565616,0,0,0,0,0,0,349.06168671,,0.004268115324515134,34.0898654774848,,47.821720427648565,188345602,34600,0.400462962962963,2196,539576.84033862,18394101.901909849780017902976,280.948584416749,9577.4994488567557893995129152,9.52321475,324.6451097406990402608,0.738803549012501,,0.058582268900117654
2019-05-25,779,1614335586,235673,6639813358.1090368249314,0.000160122245668492,0.0056448455096927086334870404044,0.0001,0.00352533496275057,4.02931619,142.046892405839186327283,0,0,0,0,0,0,257.0961202,,0.004373001098772644,35.2533496275057,,60.79421161286952,188345602,51040,0.590740740740741,1958,732588.2703207,25826190.42662529440368007799,425.322615635582,14994.0468734863947143548278174,10.9975,387.69871252849393575,0.743225110612938,,0.057435763390023035
2019-05-26,776,1614335586,235403,6367477451.3553894543634,0.000147392785041641,0.0049829686771508527445739970097,0.0001,0.00338074124574217,4.83610467,163.496185265953259529339,0,0,0,0,0,0,307.58208674,,0.0038718794973699533,33.8074124574217,,51.060771667502415,188345602,66509,0.769780092592593,2199,612342.55869422,20701717.447008451738899892574,304.000799759827,10277.4804248665350652236580459,16.51383707,558.290101080150266082419,0.746774425019929,,0.05838206461715383
2019-05-27,964,1614335586,235097,6355415747.5769742548386,0.190710797362673,6.4352254149884172735274938689,0.0001,0.00337433721843793,5004.63274439,168873.185340083365247707127,0,0,0,0,0,0,125.54905955,,0.0038271734703974373,33.7433721843793,,53.97821171885986,188345602,51629,0.59755787037037,3078,1500175.33123928,50620974.543831523503326578904,518.456354486764,17494.4657308033664490294055852,22.1767105,748.31699622673235829265,0.755247193389164,,0.05809290650991599
2019-05-28,1448,1614335586,233210,6238825713.9776535499098,0.00112960474255447,0.037417423288067723639442525003,0.0001,0.00331243503842349,25.18566734,834.258869630941371818166,0,0,0,0,0,0,302.95576201,,0.003799044876793805,33.1243503842349,,48.14067257145462,188345602,41658,0.482152777777778,4313,621693.41408803,20593190.479823143323272798247,151.950857618818,5033.2734489507166003807723482,14,463.7409053792886,0.75872677582672,,0.05838889216526432
2019-05-29,1869,1614335586,232954,6334311073.9159421836672,0.149308410008442,5.0214388066531867050512598912,0.0001,0.00336313192697536,3034.3948166,102050.70086756002099918976,0,0,0,0,0,0,385.89862346,,0.003885548371522753,33.6313192697536,,57.437381461742554,188345602,38508,0.445694444444444,3392,488070.15767228,16414443.298715428221985150208,183.958979746212,6186.7831803829918524957733632,2.64127701,88.829630403170172044736,0.76203977518892,,0.05732390194995898
2019-05-30,1895,1614335586,232393,5976530842.7175556010254,0.437120533442464,13.8705885476637612996641074528,0.0001,0.00317317249739527,5034.75430419,159761.438891981671962471813,0,0,0,0,0,0,508.91219841,,0.003836215571166621,31.7317249739527,,45.536914014214446,188345602,19798,0.229143518518519,3458,370094.49289423,11743736.662894198161986122921,133.358187460014,4231.6853275059920279227773378,2.49701988,79.234748086652374079676,0.764488213630486,,0.0588478303146676
2019-05-31,2968,1614335586,232076,6188075109.2791934084844,0.51849360661325,17.03505336643777916248860915,0.0005693,0.01870429212205679646,5024.72154169,165086.702174181183843726918,0,0,0,0,0,0,505.78542741,,0.0038398834190531846,32.8548957000822,,52.037850599627376,188345602,14495,0.167766203703704,4718,372382.42106579,12234585.604660623123114607938,80.2810783540017,2637.62645601085263576338893974,3.99645885,131.30323868642045391747,0.766499230206674,,0.058840069543654366
2019-06-01,6596,1614335586,235018,6213436006.8122931906228,0.0467232004787975,1.5413771976925150802077988415,0.000625,0.020618466600869625,3184.46645183,105054.104285834648825876262,0,0,0,0,0,0,118.48256921,,0.0038562582756391907,32.9895465613914,,42.66367006008781,188345602,74376,0.86083333,34307,1589648.19266361,52441773.068107849007953746954,47.02140883,1551.214955979505713046062,9.23868,304.779864025795499352,0.775064142026439,,0.057975733764398706
2019-06-02,9409,1614335586,235226,6260240378.344946764791,0.0030778493764601,0.10230170888184230025632192955,0.0007202,0.0239380430050287591,249.27194315,8285.313100627303530255825,0,0,0,0,0,0,143.24662455,,0.003801086978807618,33.2380491599955,,42.515470061214614,188345602,83724,0.96902778,46828,1314834.48626095,43702533.291598883933113825725,29.08080316,966.58916504423248198578,8.1650125,271.38908686697775744375,0.782294445448053,,0.05797808432615506
2019-06-03,11138,1614335586,235292,5811598720.9423398833684,0.0137348225530915,0.4238021824471195484864356643,0.00076676,0.023659174347324279592,1298.27036701,40059.477493680251548580642,0,0,0,0,0,0,127.92479739,,0.003775176969608424,30.8560362399242,,36.271196227340724,188345602,96837,1.12079861,57705,1472315.03078015,45429805.94633742239330286463,26.83527656,828.030266043748420436752,6.704456,206.8729373049772422352,0.790516191096468,,0.059633843768382745
2019-06-04,11969,1614335586,235721,5475892592.7472142608954,0.0302620796525092,0.87982886805236535320083441684,0.0007961,0.02314552634516019797,3359.45398638,97671.562300102674149009526,0,0,0,0,0,0,122.02932438,,0.003800506209818815,29.0736419358877,,27.83041936114085,188345602,110932,1.28393519,68612,1543445.42145733,44873579.531035694801761221841,23.55819365,684.922486836403321253105,7.17,208.458012680314809,0.799098153010257,,0.06097856892731414
2019-06-05,12420,1614335586,236266,5834869150.8369384536348,0.00380828315206785,0.11797904302354113521654000859,0.00087953,0.027247477030207546222,473.34293782,14663.969194525950010863668,0,0,0,0,0,0,114.48612516,,0.003972483343474798,30.9795879960974,,40.96330825274782,188345602,126837,1.46802083,74315,1645139.10949745,50965731.80849756816187525163,23.65638566,732.865081223586669323284,8.2999,257.12748240880881026,0.808432187262629,,0.0612425960960856
2019-06-06,11830,1614335586,234251,5879034037.962940308345,0.0682995478191092,2.131907313694643602331619537,0.0002,0.0062428153092345,4063.61819659,126842.089442779710317051775,0,0,0,0,0,0,299.47215494,,0.0040137877323202864,31.2140765461725,,49.04514437439751,188345602,82554,0.95548611,31007,628925.25697566,19631321.11305946130569866135,20.78764815,648.867240569001159205875,0.5,15.60703827308625,0.811854420642908,,0.06020715215909329
2019-06-07,1252,1614335586,232594,5948116936.0212819218982,0.00140563703997314,0.044391232896232202314981399974,0.0001,0.00315808645004691,37.76665599,1192.703645456019693324909,0,0,0,0,0,0,673.87414264,,0.003935825140268852,31.5808645004691,,54.09026888832994,188345602,43204,0.5000463,7238,279496.70433002,8826747.547774036806291212382,40.29212524,1272.460147640371015950084,0.0830206,2.62186231934764496346,0.813402821027105,,0.05984725631956652
2019-06-08,943,1614335586,232714,6003783312.4775497868772,0.048233684976292,1.5375171487145264545111823112,0.0001,0.00318764189273586,1007.4569781,32114.12068520633857104666,0,0,0,0,0,0,919.48745769,,0.004014760854397769,31.8764189273586,,70.88818247190798,188345602,32570,0.37696759,6427,204837.59775638,6529489.078156138929559697868,34.80171918,1109.354179973970816357948,0.0711542,2.26814108764105929612,0.814590375431461,,0.05624798130775878
2019-06-09,931,1614335586,233787,5692029813.1668375546066,0.000259434687704845,0.0078404271791045364224686716885,0.0001,0.00302211984390633,5.54100606,167.455843691312286023598,0,0,0,0,0,0,1430.74671019,,0.00395872912624196,30.2211984390633,,55.1090716071316,188345602,33485,0.38755787,5988,131641.47130891,3978363.027236827083925344003,24.66810236,745.499616536685706919388,0.0695574,2.10210798830530158342,0.815374639015844,,0.057489200347127956
2019-06-10,2401,1614335586,235789,6039862321.6116944339688,0.121630330179686,3.9004385587802322402192713784,0.0001,0.00320679764086644,5029.53578326,161287.034844115104904477944,0,0,0,0,0,0,675.78219103,,0.004011855707188781,32.0679764086644,,48.74965786280106,188345602,63544,0.73546296,12082,278707.55474223,8937587.290390373460680577612,23.44815158,751.934771694226876549752,1,32.0679764086644,0.816878791830438,,0.055799237120684166
2019-06-11,8991,1614335586,236612,6035858058.496004029518,0.0227890921218949,0.7303155681317535193395223491,0.000625,0.020029197637224375,2166.9236135,69442.7861112958476564465,0,0,0,0,0,0,176.35566081,,0.004045034073641147,32.046716219559,,54.09046964987606,188345602,109923,1.27225694,42751,1067987.27713047,34225485.19629968561600886273,26.37371123,845.19083944440634394757,4.607616,147.658962400699561344,0.822865140950535,,0.055094480115004084
2019-06-12,9315,1614335586,236369,6582339408.0772607425702,0.0143640008021999,0.50199594540027426938228221949,0.000625,0.0218426238062531875,1165.27956508,40724.421070650829622981908,0,0,0,0,0,0,146.22569644,,0.004289829909409702,34.9481980900051,,49.103207528689026,188345602,88566,1.02506944,38560,1288047.22138348,45014929.442190511934382255748,35.78582974,1250.650266568715704331674,5.01,175.090472430925551,0.830191574805374,,0.05322470716303636
2019-06-13,11508,1614335586,230845,6598000694.510330455819,0.0137713272911352,0.4824281855609196405953055444,0.000625,0.0218945937164434375,1284.53432441,44998.971436452963355264895,0,0,0,0,0,0,59.50763802,,0.004255107176315349,35.0313499463095,,48.55695288337188,188345602,98700,1.14236111,46279,3165066.00277325,110876534.746316715165602820875,68.6997211,2406.64397106796262428045,5.85166274,204.99164521272030165803,0.847072002906517,,0.053246205743392214
2019-06-14,11431,1614335586,235056,6142543652.0964212215788,0.0457154146116173,1.49092374254401665131640856062,0.000625,0.020383219686543375,4256.88226239,138830.346134472238094185866,0,0,0,0,0,0,43.27233822,,0.003749497981669338,32.6131514984694,,20.832182727788712,188345602,100362,1.16159722,45813,4352563.54881853,141950814.424334331129473357982,94.89074928,3094.686382071916139152032,5.001,163.0983706438454694,0.870153135943109,,0.05021635799509814
2019-06-15,11145,1614335586,228529,6196024640.9444707957076,0.0273736829182315,0.9005148624323233377723873947,0.000625,0.020560689283258625,2276.14910833,74878.711325982889744850954,0,0,0,0,0,0,47.42844152,,0.0037169411442383553,32.8971028532138,,25.046153666041803,188345602,86920,1.00601852,41416,3971153.08809557,130639431.584937568713896042866,95.70054323,3148.270613745743611332574,5.001,164.5184113689222138,0.891197076742173,,0.049853708837145336
2019-06-16,11769,1614335586,228794,6090611933.531803701142,0.0255609972195186,0.8265768515166775096860194406,0.000625,0.020210891138606875,2259.84776418,73077.65944266579351796278,0,0,0,0,0,0,47.7236748,,0.0035852724483665405,32.337425821771,,26.544453433698408,188345602,92488,1.07046296,44557,3946586.31775323,127622442.29956142855913957033,88.43908808,2859.89245053207185058968,5.00075,161.71138217822132825,0.912119149813871,,0.049599617381769615
2019-06-17,14593,1614335586,235086,6376395511.0764345574638,0.0381604616224174,1.29191334231306799680416852706,0.000625,0.0211592261890074375,4332.853294,146687.7166264511074597986,0,0,0,0,0,0,34.77982825,,0.003624484797953181,33.8547619024119,,17.334950444827257,188345602,125098,1.44789352,59332,5415368.94977941,183336026.408496311442451958979,91.18751465,3087.131596948447001584335,5.0006,169.29412236920094714,0.94084473491637,,0.04537205335917453
2019-06-18,11975,1614335587,230929,6463372574.8027295840424,0.104495618262628,3.5859298337410876657830576336,0.000625,0.02144784808541325,9284.01770016,318595.522008511008813105792,0,0,0,0,0,0,45.64214833,,0.0037930864845119863,34.3165569366612,,16.78284130653787,188345602,96923,1.12179398,43222,4126571.79603234,141609735.991764063778846823208,95.22132918,3267.668164390028535333816,5.00075,171.6085221010084959,0.962696353676086,,0.04533383885202394
2019-06-19,10491,1614335587,232874,6637400181.4718014300744,0.0813415088314713,2.86651846258240606705222082436,0.000625,0.02202533570929825,6229.70213688,219538.049493943485616391136,0,0,0,0,0,0,42.94480222,,0.003795403965517248,35.2405371348772,,20.034586423185587,188345602,82541,0.95533565,41455,4385760.14462798,154556543.241426728604276984056,105.60124482,3721.444589568468557836104,5.001,176.2379262115208772,0.985939262232027,,0.04548416410486606
2019-06-20,11673,1614335587,234809,6916627819.1326054164046,0.112185119369372,4.1197814511374174069009762756,0.000625,0.0229519157392264375,9209.27644903,338192.859323806422110555569,0,0,0,0,0,0,31.84436209,,0.0038466683883002545,36.7230651827623,,12.937479138186427,188345602,95773,1.1084838,47862,5914566.65023196,217201016.624260336657088543108,123.35763848,4530.070598692666931173304,5.001,183.6520489789942623,1.01728665357167,,0.042294680129738756
